Paper_name,Paper_link,Paper_type,volume,issue,pub_date,Paper_ID,1,2,3,4,5,6,7
Adult hippocampal neurogenesis buffers stress responses and depressive behaviour,/nature/journal/v476/n7361/full/nature10287.html,letter,476,7361,25 August 2011,10287.html,Neuroscience,Animal behaviour,Stem cells,Health and medicine,,,
Polar actomyosin contractility destabilizes the position of the cytokinetic furrow,/nature/journal/v476/n7361/full/nature10286.html,letter,476,7361,25 August 2011,10286.html,Cell biology,Biophysics,,,,,
A role for cohesin in T-cell-receptor rearrangement and thymocyte differentiation,/nature/journal/v476/n7361/full/nature10312.html,letter,476,7361,25 August 2011,10312.html,Cell biology,Genetics and genomics,Immunology,Biochemistry,,,
A plastidial sodium-dependent pyruvate transporter,/nature/journal/v476/n7361/full/nature10250.html,letter,476,7361,25 August 2011,10250.html,Biochemistry,Molecular biology,,,,,
Germ-layer and lineage-restricted stem/progenitors regenerate the mouse digit tip,/nature/journal/v476/n7361/full/nature10346.html,article,476,7361,25 August 2011,10346.html,Stem cells,Developmental biology,Health and medicine,,,,
Structure of the membrane domain of respiratory complex I,/nature/journal/v476/n7361/full/nature10330.html,article,476,7361,25 August 2011,10330.html,Structural biology,Biochemistry,,,,,
Central powering of the largest Lyman- α u nebula is revealed by polarized radiation,/nature/journal/v476/n7360/full/nature10320.html,letter,476,7360,18 August 2011,10320.html,Astronomy ,Astrophysics,,,,,
Suppression of the coffee-ring effect by shape-dependent capillary interactions,/nature/journal/v476/n7360/full/nature10344.html,letter,476,7360,18 August 2011,10344.html,Physics,,,,,,
Southern Ocean dust climate coupling over the past four million years,/nature/journal/v476/n7360/full/nature10310.html,letter,476,7360,18 August 2011,10310.html,Earth science,Climate science,Geology and geophysics,Environmental science,,,
An ancient recipe for flood-basalt genesis,/nature/journal/v476/n7360/full/nature10326.html,letter,476,7360,18 August 2011,10326.html,Geology and geophysics,Earth science,,,,,
Using the  Acropora digitifera u genome to understand coral responses to environmental change,/nature/journal/v476/n7360/full/nature10249.html,letter,476,7360,18 August 2011,10249.html,Genetics and genomics,Environmental science,Evolution,Ecology,,,
Fossil jawless fish from China foreshadows early jawed vertebrate anatomy,/nature/journal/v476/n7360/full/nature10276.html,letter,476,7360,18 August 2011,10276.html,Palaeontology,Developmental biology,Evolution,Zoology,,,
Collaboration encourages equal sharing in children but not in chimpanzees,/nature/journal/v476/n7360/full/nature10278.html,letter,476,7360,18 August 2011,10278.html,Evolution,Psychology,,,,,
14-3-3 proteins act as intracellular receptors for rice Hd3a florigen,/nature/journal/v476/n7360/full/nature10272.html,letter,476,7360,18 August 2011,10272.html,Plant sciences,Structural biology,Developmental biology,Molecular biology,,,
A forty-kilodalton protein of the inner membrane is the mitochondrial calcium uniporter,/nature/journal/v476/n7360/full/nature10230.html,letter,476,7360,18 August 2011,10230.html,Cell biology,Physiology,,,,,
Integrative genomics identifies MCU as an essential component of the mitochondrial calcium uniporter,/nature/journal/v476/n7360/full/nature10234.html,letter,476,7360,18 August 2011,10234.html,Cell biology,Genetics and genomics,,,,,
Functional genomics reveal that the serine synthesis pathway is essential in breast cancer,/nature/journal/v476/n7360/full/nature10350.html,letter,476,7360,18 August 2011,10350.html,Cancer,Genetics,Genomics,,,,
Different substrate-dependent transition states in the active site of the ribosome,/nature/journal/v476/n7360/full/nature10247.html,letter,476,7360,18 August 2011,10247.html,Biochemistry,Molecular biology,,,,,
Engineered reversal of the \u03b2-oxidation cycle for the synthesis of fuels and chemicals,/nature/journal/v476/n7360/full/nature10333.html,letter,476,7360,18 August 2011,10333.html,Biotechnology,Microbiology,Applied physics and engineering,,,,
Lgr5 homologues associate with Wnt receptors and mediate R-spondin signalling,/nature/journal/v476/n7360/full/nature10337.html,article,476,7360,18 August 2011,10337.html,Molecular biology,Genetics,Genomics,Developmental biology,,,
Frequent mutation of histone-modifying genes in non-Hodgkin lymphoma,/nature/journal/v476/n7360/full/nature10351.html,article,476,7360,18 August 2011,10351.html,Cancer,Genetics and genomics,Medical research,,,,
Microwave quantum logic gates for trapped ions,/nature/journal/v476/n7359/full/nature10290.html,letter,476,7359,11 August 2011,10290.html,Physics,,,,,,
Quantum gates and memory using microwave-dressed states,/nature/journal/v476/n7359/full/nature10319.html,letter,476,7359,11 August 2011,10319.html,Physics,,,,,,
Perpendicular switching of a single ferromagnetic layer induced by in-plane current injection,/nature/journal/v476/n7359/full/nature10309.html,letter,476,7359,11 August 2011,10309.html,Physics,Materials science,,,,,
Reduced methane growth rate explained by decreased Northern Hemisphere microbial sources,/nature/journal/v476/n7359/full/nature10259.html,letter,476,7359,11 August 2011,10259.html,Climate science,Environmental science,Geology and geophysics,Earth science,,,
Recent decreases in fossil-fuel emissions of ethane and methane derived from firn air,/nature/journal/v476/n7359/full/nature10352.html,letter,476,7359,11 August 2011,10352.html,Climate science,Earth science,Environmental science,,,,
C 4 u grasses prosper as carbon dioxide eliminates desiccation in warmed semi-arid grassland,/nature/journal/v476/n7359/full/nature10274.html,letter,476,7359,11 August 2011,10274.html,Ecology,Climate science,Plant sciences,Physiology,,,
Initial radiation of jaws demonstrated stability despite faunal and environmental change,/nature/journal/v476/n7359/full/nature10207.html,letter,476,7359,11 August 2011,10207.html,Palaeontology,Evolution,Zoology,Earth science,,,
Neuronal basis of age-related working memory decline,/nature/journal/v476/n7359/full/nature10243.html,letter,476,7359,11 August 2011,10243.html,Neuroscience,,,,,,
Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis,/nature/journal/v476/n7359/full/nature10251.html,letter,476,7359,11 August 2011,10251.html,Neuroscience,Disease,Genetics and genomics,Immunology,,,
Induction of human neuronal cells by defined transcription factors,/nature/journal/v476/n7359/full/nature10202.html,letter,476,7359,11 August 2011,10202.html,Stem cells,Neuroscience,Cell biology,Health and medicine,,,
Direct generation of functional dopaminergic neurons from mouse and human fibroblasts,/nature/journal/v476/n7359/full/nature10284.html,letter,476,7359,11 August 2011,10284.html,Stem cells,Neuroscience,Cell biology,Developmental biology,,,
MicroRNA-mediated conversion of human fibroblasts to neurons,/nature/journal/v476/n7359/full/nature10323.html,letter,476,7359,11 August 2011,10323.html,Developmental biology,Neuroscience,Medical research,Stem cells,,,
Crystal structure of the human centromeric nucleosome containing CENP-A,/nature/journal/v476/n7359/full/nature10258.html,letter,476,7359,11 August 2011,10258.html,Structural biology,Cell biology,Biochemistry,Molecular biology,,,
A two-step chemical mechanism for ribosome-catalysed peptide bond formation,/nature/journal/v476/n7359/full/nature10248.html,letter,476,7359,11 August 2011,10248.html,Biochemistry,Molecular biology,Biophysics,Chemical biology,,,
The landscape of recombination in African Americans,/nature/journal/v476/n7359/full/nature10336.html,article,476,7359,11 August 2011,10336.html,Genetics and genomics,Evolution,Genetics and genomics,Molecular biology,,,
Hydrogen is an energy source for hydrothermal vent symbioses,/nature/journal/v476/n7359/full/nature10325.html,article,476,7359,11 August 2011,10325.html,Microbiology,,,,,,
Forming the lunar farside highlands by accretion of a companion moon,/nature/journal/v476/n7358/full/nature10289.html,letter,476,7358,4 August 2011,10289.html,Planetary sciences,Geology and geophysics,,,,,
Link between spin fluctuations and electron pairing in copper oxide superconductors,/nature/journal/v476/n7358/full/nature10308.html,letter,476,7358,4 August 2011,10308.html,Physics,,,,,,
Decoherence in crystals of quantum molecular magnets,/nature/journal/v476/n7358/full/nature10314.html,letter,476,7358,4 August 2011,10314.html,Physics,Applied physics and engineering,,,,,
Sensitivity of coccolithophores to carbonate chemistry and ocean acidification,/nature/journal/v476/n7358/full/nature10295.html,letter,476,7358,4 August 2011,10295.html,Environmental science,Ecology,Climate science,Earth science,,,
Excess digestive capacity in predators reflects a life of feast and famine,/nature/journal/v476/n7358/full/nature10240.html,letter,476,7358,4 August 2011,10240.html,Ecology,Physiology,Evolution,Organismal biology,,,
Ganglion-specific splicing of TRPV1 underlies infrared sensation in vampire bats,/nature/journal/v476/n7358/full/nature10245.html,letter,476,7358,4 August 2011,10245.html,Neuroscience,Evolution,Physiology,Molecular biology,,,
Photoentrainment and pupillary light reflex are mediated by distinct populations of ipRGCs,/nature/journal/v476/n7358/full/nature10206.html,letter,476,7358,4 August 2011,10206.html,Neuroscience,Animal behaviour,Developmental biology,Genetics and genomics,,,
HIV-1 adaptation to NK-cell-mediated immune pressure,/nature/journal/v476/n7358/full/nature10237.html,letter,476,7358,4 August 2011,10237.html,Immunology,Genetics and genomics,Virology,,,,
DMRT1 prevents female reprogramming in the postnatal mammalian testis,/nature/journal/v476/n7358/full/nature10239.html,letter,476,7358,4 August 2011,10239.html,Developmental biology,Stem cells,Genetics and genomics,Evolution,,,
A Polycomb-based switch underlying quantitative epigenetic memory,/nature/journal/v476/n7358/full/nature10241.html,letter,476,7358,4 August 2011,10241.html,Molecular biology,,,,,,
Mitochondrial uncoupling protein 2 structure determined by NMR molecular fragment searching,/nature/journal/v476/n7358/full/nature10257.html,letter,476,7358,4 August 2011,10257.html,Structural biology,Biochemistry,Biophysics,Medical research,,,
Woody cover and hominin environments in the past 6   umillion years,/nature/journal/v476/n7358/full/nature10306.html,article,476,7358,4 August 2011,10306.html,Archaeology and anthropology,Ecology,Earth science,Archaeology and anthropology,,,
On the growth and form of the gut,/nature/journal/v476/n7358/full/nature10277.html,article,476,7358,4 August 2011,10277.html,Developmental biology,Biophysics,Organismal biology,Physics,,,
A critical role for TCF-1 in T-lineage specification and differentiation,/nature/journal/v476/n7358/full/nature10279.html,article,476,7358,4 August 2011,10279.html,Developmental biology,Immunology,Stem cells,,,,
Alfv\xe9nic waves with sufficient energy to power the quiet solar corona and fast solar wind,/nature/journal/v475/n7357/full/nature10235.html,letter,475,7357,28 July 2011,10235.html,Astronomy ,Astrophysics,Physics,,,,
Earths Trojan asteroid,/nature/journal/v475/n7357/full/nature10233.html,letter,475,7357,28 July 2011,10233.html,Astronomy ,Astrophysics,Planetary sciences,,,,
Two-photon laser spectroscopy of antiprotonic helium and the antiproton-to-electron mass ratio,/nature/journal/v475/n7357/full/nature10260.html,letter,475,7357,28 July 2011,10260.html,Physics,,,,,,
Carbon loss from an unprecedented Arctic tundra wildfire,/nature/journal/v475/n7357/full/nature10283.html,letter,475,7357,28 July 2011,10283.html,Climate science,Earth science,Ecology,Environmental science,,,
Inference of human population history from individual whole-genome sequences,/nature/journal/v475/n7357/full/nature10231.html,letter,475,7357,28 July 2011,10231.html,Evolution,Genetics and genomics,,,,,
A role for glia in the progression of Retts syndrome,/nature/journal/v475/n7357/full/nature10214.html,letter,475,7357,28 July 2011,10214.html,Neuroscience,Disease,Cell biology,Medical research,,,
Functional mapping of single spines in cortical neurons  in vivo,/nature/journal/v475/n7357/full/nature10193.html,letter,475,7357,28 July 2011,10193.html,Neuroscience,Physiology,,,,,
Legionella pneumophila u SidD is a deAMPylase that modifies Rab1,/nature/journal/v475/n7357/full/nature10307.html,letter,475,7357,28 July 2011,10307.html,Microbiology,Cell biology,Biochemistry,,,,
Transforming binding affinities from three dimensions to two with application to cadherin clustering,/nature/journal/v475/n7357/full/nature10183.html,letter,475,7357,28 July 2011,10183.html,Biophysics,Cell biology,Structural biology,Chemistry,,,
Control of T H u17 cells occurs in the small intestine,/nature/journal/v475/n7357/full/nature10228.html,letter,475,7357,28 July 2011,10228.html,Immunology,Disease,Therapeutics,,,,
Oxysterols direct B-cell migration through EBI2,/nature/journal/v475/n7357/full/nature10226.html,letter,475,7357,28 July 2011,10226.html,Immunology,Disease,Drug discovery,Virology,,,
Oxysterols direct immune cell migration via EBI2,/nature/journal/v475/n7357/full/nature10280.html,letter,475,7357,28 July 2011,10280.html,Immunology,Physiology,,,,,
The crystal structure of GXGD membrane protease FlaK,/nature/journal/v475/n7357/full/nature10218.html,letter,475,7357,28 July 2011,10218.html,Structural biology,Biochemistry,Biophysics,Molecular biology,,,
An  Archaeopteryx- ulike theropod from China and the origin of Avialae,/nature/journal/v475/n7357/full/nature10288.html,article,475,7357,28 July 2011,10288.html,Evolution,,,,,,
Second messenger role for Mg 2+ u revealed by human T-cell immunodeficiency,/nature/journal/v475/n7357/full/nature10246.html,article,475,7357,28 July 2011,10246.html,Disease,Immunology,Cell biology,,,,
Sideband cooling of micromechanical motion to the quantum ground state,/nature/journal/v475/n7356/full/nature10261.html,letter,475,7356,21 July 2011,10261.html,Physics,Applied physics and engineering,,,,,
Inkjet printing of single-crystal films,/nature/journal/v475/n7356/full/nature10313.html,letter,475,7356,21 July 2011,10313.html,Applied physics and engineering,Chemistry,Materials science,,,,
Neural network computation with DNA strand displacement cascades,/nature/journal/v475/n7356/full/nature10262.html,letter,475,7356,21 July 2011,10262.html,Information technology,Neuroscience,Biotechnology,Molecular biology,,,
Coseismic and postseismic slip of the 2011 magnitude-9 Tohoku-Oki earthquake,/nature/journal/v475/n7356/full/nature10227.html,letter,475,7356,21 July 2011,10227.html,Earth science,Geology and geophysics,,,,,
Excitatory transmission from the amygdala to nucleus accumbens facilitates reward seeking,/nature/journal/v475/n7356/full/nature10194.html,letter,475,7356,21 July 2011,10194.html,Neuroscience,Psychology,Physiology,Animal behaviour,,,
Postnatal loss of  Dlk1 u imprinting in stem cells and niche astrocytes regulates neurogenesis,/nature/journal/v475/n7356/full/nature10229.html,letter,475,7356,21 July 2011,10229.html,Stem cells,Neuroscience,Genetics and genomics,Developmental biology,,,
Induction of functional hepatocyte-like cells from mouse fibroblasts by defined factors,/nature/journal/v475/n7356/full/nature10116.html,letter,475,7356,21 July 2011,10116.html,Cell biology,Stem cells,,,,,
Direct conversion of mouse fibroblasts to hepatocyte-like cells by defined factors,/nature/journal/v475/n7356/full/nature10263.html,letter,475,7356,21 July 2011,10263.html,Biotechnology,Medical research,,,,,
Protein targeting and degradation are coupled for elimination of mislocalized proteins,/nature/journal/v475/n7356/full/nature10181.html,letter,475,7356,21 July 2011,10181.html,Cell biology,,,,,,
The ELF4 ELF3 LUX complex links the circadian clock to diurnal control of hypocotyl growth,/nature/journal/v475/n7356/full/nature10182.html,letter,475,7356,21 July 2011,10182.html,Plant sciences,Biochemistry,Genetics and genomics,Molecular biology,,,
Structure and mechanism of the Swi2/Snf2 remodeller Mot1 in complex with its substrate TBP,/nature/journal/v475/n7356/full/nature10215.html,letter,475,7356,21 July 2011,10215.html,Structural biology,Cell biology,Biochemistry,Molecular biology,,,
Multi-domain conformational selection underlies pre-mRNA splicing regulation by U2AF,/nature/journal/v475/n7356/full/nature10171.html,letter,475,7356,21 July 2011,10171.html,Structural biology,Biophysics,Biochemistry,,,,
Type VI secretion delivers bacteriolytic effectors to target cells,/nature/journal/v475/n7356/full/nature10244.html,article,475,7356,21 July 2011,10244.html,Microbiology,Molecular biology,Biochemistry,Genetics and genomics,,,
An integrated semiconductor device enabling non-optical genome sequencing,/nature/journal/v475/n7356/full/nature10242.html,article,475,7356,21 July 2011,10242.html,Biotechnology,Genetics and genomics,Molecular biology,,,,
The crystal structure of a voltage-gated sodium channel,/nature/journal/v475/n7356/full/nature10238.html,article,475,7356,21 July 2011,10238.html,Structural biology,Neuroscience,,,,,
A low mass for Mars from Jupiters early gas-driven migration,/nature/journal/v475/n7355/full/nature10201.html,letter,475,7355,14 July 2011,10201.html,Astronomy ,Astrophysics,Planetary sciences,,,,
Measurement of the internal state of a single atom without energy exchange,/nature/journal/v475/n7355/full/nature10225.html,letter,475,7355,14 July 2011,10225.html,Physics,,,,,,
Increased soil emissions of potent greenhouse gases under increased atmospheric CO 2,/nature/journal/v475/n7355/full/nature10176.html,letter,475,7355,14 July 2011,10176.html,Environmental science,Earth science,Climate science,Plant sciences,,,
In vivo u genome editing restores haemostasis in a mouse model of haemophilia,/nature/journal/v475/n7355/full/nature10177.html,letter,475,7355,14 July 2011,10177.html,Therapeutics,Medical research,,,,,
CCL2 recruits inflammatory monocytes to facilitate breast-tumour metastasis,/nature/journal/v475/n7355/full/nature10138.html,letter,475,7355,14 July 2011,10138.html,Cancer,Immunology,,,,,
Tumour hypoxia promotes tolerance and angiogenesis via CCL28 and T reg u cells,/nature/journal/v475/n7355/full/nature10169.html,letter,475,7355,14 July 2011,10169.html,Cancer,Immunology,,,,,
Selective killing of cancer cells by a small molecule targeting the stress response to ROS,/nature/journal/v475/n7355/full/nature10167.html,letter,475,7355,14 July 2011,10167.html,Chemical biology,Cancer,Drug discovery,Therapeutics,,,
Low-energy control of electrical turbulence in the heart,/nature/journal/v475/n7355/full/nature10216.html,letter,475,7355,14 July 2011,10216.html,Biophysics,Physics,Medical research,Applied physics and engineering,,,
Architecture of the Mediator head module,/nature/journal/v475/n7355/full/nature10162.html,letter,475,7355,14 July 2011,10162.html,Biophysics,Biochemistry,Structural biology,,,,
Coordination of DNA replication and histone modification by the Rik1 Dos2 complex,/nature/journal/v475/n7355/full/nature10161.html,letter,475,7355,14 July 2011,10161.html,Molecular biology,Cell biology,Genetics and genomics,Biochemistry,,,
Subunit arrangement and phenylethanolamine binding in GluN1/GluN2B NMDA receptors,/nature/journal/v475/n7355/full/nature10180.html,letter,475,7355,14 July 2011,10180.html,Structural biology,Biochemistry,Neuroscience,Biophysics,,,
Collective synthesis of natural products by means of organocascade catalysis,/nature/journal/v475/n7355/full/nature10232.html,article,475,7355,14 July 2011,10232.html,Chemistry,,,,,,
Genome sequence and analysis of the tuber crop potato,/nature/journal/v475/n7355/full/nature10158.html,article,475,7355,14 July 2011,10158.html,Genomics,Genetics,Plant sciences,,,,
Functional regeneration of respiratory pathways after spinal cord injury,/nature/journal/v475/n7355/full/nature10199.html,article,475,7355,14 July 2011,10199.html,Neuroscience,Physiology,,,,,
Dicer recognizes the 5 end of RNA for efficient and accurate processing,/nature/journal/v475/n7355/full/nature10198.html,article,475,7355,14 July 2011,10198.html,Molecular biology,Biochemistry,Structural biology,,,,
Deep winds beneath Saturns upper clouds from a seasonal long-lived planetary-scale storm,/nature/journal/v475/n7354/full/nature10203.html,letter,475,7354,7 July 2011,10203.html,Planetary sciences,Astronomy ,Astrophysics,Physics,Geology and geophysics,,
A giant thunderstorm on Saturn,/nature/journal/v475/n7354/full/nature10205.html,letter,475,7354,7 July 2011,10205.html,Planetary sciences,Physics,,,,,
Attosecond control of electrons emitted from a nanoscale metal tip,/nature/journal/v475/n7354/full/nature10196.html,letter,475,7354,7 July 2011,10196.html,Physics,,,,,,
Thermal spin current from a ferromagnet to silicon by Seebeck spin tunnelling,/nature/journal/v475/n7354/full/nature10224.html,letter,475,7354,7 July 2011,10224.html,Applied physics and engineering,Information technology,,,,,
Tracking apex marine predator movements in a dynamic ocean,/nature/journal/v475/n7354/full/nature10082.html,letter,475,7354,7 July 2011,10082.html,Animal behaviour,Physiology,Organismal biology,Environmental science,,,
NMDA receptor blockade at rest triggers rapid behavioural antidepressant responses,/nature/journal/v475/n7354/full/nature10130.html,letter,475,7354,7 July 2011,10130.html,Neuroscience,Disease,,,,,
Structure-based design of non-natural amino-acid inhibitors of amyloid fibril formation,/nature/journal/v475/n7354/full/nature10154.html,letter,475,7354,7 July 2011,10154.html,Structural biology,Biochemistry,Neuroscience,,,,
Whole-genome sequencing identifies recurrent mutations in chronic lymphocytic leukaemia,/nature/journal/v475/n7354/full/nature10113.html,letter,475,7354,7 July 2011,10113.html,Cancer,Genetics and genomics,,,,,
Oncogene-induced Nrf2 transcription promotes ROS detoxification and tumorigenesis,/nature/journal/v475/n7354/full/nature10189.html,letter,475,7354,7 July 2011,10189.html,Cancer,Cell biology,Medical research,Molecular biology,,,
Intravenous gammaglobulin suppresses inflammation through a novel T H u2 pathway,/nature/journal/v475/n7354/full/nature10134.html,letter,475,7354,7 July 2011,10134.html,Immunology,Health and medicine,Medical research,,,,
XUTs are a class of Xrn1-sensitive antisense regulatory non-coding RNA in yeast,/nature/journal/v475/n7354/full/nature10118.html,letter,475,7354,7 July 2011,10118.html,Genetics and genomics,Molecular biology,Genetics and genomics,,,,
The ribosome uses two active mechanisms to unwind messenger RNA during translation,/nature/journal/v475/n7354/full/nature10126.html,letter,475,7354,7 July 2011,10126.html,Biophysics,Biochemistry,,,,,
Indian and African plate motions driven by the push force of the R\xe9union plume head,/nature/journal/v475/n7354/full/nature10174.html,article,475,7354,7 July 2011,10174.html,Earth science,Geology and geophysics,,,,,
Fancd2 counteracts the toxic effects of naturally produced aldehydes in mice,/nature/journal/v475/n7354/full/nature10192.html,article,475,7354,7 July 2011,10192.html,Medical research,Disease,Cancer,Genetics and genomics,,,
Crystal structure of a copper-transporting PIB-type ATPase,/nature/journal/v475/n7354/full/nature10191.html,article,475,7354,7 July 2011,10191.html,Biochemistry,Disease,Genetics and genomics,Structural biology,,,
Structure of the human histamine H 1 u receptor complex with doxepin,/nature/journal/v475/n7354/full/nature10236.html,article,475,7354,7 July 2011,10236.html,Structural biology,Drug discovery,Biochemistry,Medical research,,,
A luminous quasar at a redshift of  z u = 7.085,/nature/journal/v474/n7353/full/nature10159.html,letter,474,7353,30 June 2011,10159.html,Astronomy ,Astrophysics,Physics,,,,
A salt-water reservoir as the source of a compositionally stratified plume on Enceladus,/nature/journal/v474/n7353/full/nature10175.html,letter,474,7353,30 June 2011,10175.html,Planetary sciences,Physics,Astronomy ,Astrophysics,,,
Observation of squeezed light from one atom excited with two photons,/nature/journal/v474/n7353/full/nature10170.html,letter,474,7353,30 June 2011,10170.html,Physics,,,,,,
Quantum quench of Kondo correlations in optical absorption,/nature/journal/v474/n7353/full/nature10204.html,letter,474,7353,30 June 2011,10204.html,Physics,,,,,,
Modern optics in exceptionally preserved eyes of Early Cambrian arthropods from Australia,/nature/journal/v474/n7353/full/nature10097.html,letter,474,7353,30 June 2011,10097.html,Evolution,Palaeontology,Geology and geophysics,Organismal biology,,,
A gene regulatory network controlling the embryonic specification of endoderm,/nature/journal/v474/n7353/full/nature10100.html,letter,474,7353,30 June 2011,10100.html,Developmental biology,,,,,,
De novo u cardiomyocytes from within the activated adult heart after injury,/nature/journal/v474/n7353/full/nature10188.html,letter,474,7353,30 June 2011,10188.html,Stem cells,,,,,,
Latent TGF-\u03b2 binding protein 3 identifies a second heart field in zebrafish,/nature/journal/v474/n7353/full/nature10094.html,letter,474,7353,30 June 2011,10094.html,Developmental biology,Evolution,Stem cells,Disease,,,
MicroRNAs 103 and 107 regulate insulin sensitivity,/nature/journal/v474/n7353/full/nature10112.html,letter,474,7353,30 June 2011,10112.html,Physiology,Molecular biology,Medical research,Cell biology,,,
SAMHD1 is the dendritic- and myeloid-cell-specific HIV-1 restriction factor counteracted by Vpx,/nature/journal/v474/n7353/full/nature10117.html,letter,474,7353,30 June 2011,10117.html,Virology,Immunology,,,,,
Vpx relieves inhibition of HIV-1 infection of macrophages mediated by the SAMHD1 protein,/nature/journal/v474/n7353/full/nature10195.html,letter,474,7353,30 June 2011,10195.html,Molecular biology,Immunology,Virology,Biochemistry,,,
Single-molecule fluorescence reveals sequence-specific misfolding in multidomain proteins,/nature/journal/v474/n7353/full/nature10099.html,letter,474,7353,30 June 2011,10099.html,Biophysics,Evolution,,,,,
Morphological evolution caused by many subtle-effect substitutions in regulatory DNA,/nature/journal/v474/n7353/full/nature10200.html,article,474,7353,30 June 2011,10200.html,Evolution,Genetics and genomics,Developmental biology,Molecular biology,,,
Genomic island variability facilitates  Prochlorococcus u virus coexistence,/nature/journal/v474/n7353/full/nature10172.html,article,474,7353,30 June 2011,10172.html,Ecology,Evolution,Microbiology,Virology,,,
Integrated genomic analyses of ovarian carcinoma,/nature/journal/v474/n7353/full/nature10166.html,article,474,7353,30 June 2011,10166.html,Cancer,Genetics,Genomics,,,,
X-ray illumination of the ejecta of supernova 1987A,/nature/journal/v474/n7352/full/nature10090.html,letter,474,7352,23 June 2011,10090.html,Astronomy ,Astrophysics,,,,,
Hydrogen-poor superluminous stellar explosions,/nature/journal/v474/n7352/full/nature10095.html,letter,474,7352,23 June 2011,10095.html,Astronomy ,Astrophysics,,,,,
Experimental non-classicality of an indivisible quantum system,/nature/journal/v474/n7352/full/nature10119.html,letter,474,7352,23 June 2011,10119.html,Physics,,,,,,
Flying in a flock comes at a cost in pigeons,/nature/journal/v474/n7352/full/nature10164.html,letter,474,7352,23 June 2011,10164.html,Physiology,Zoology,Biophysics,,,,
City living and urban upbringing affect neural social stress processing in humans,/nature/journal/v474/n7352/full/nature10190.html,letter,474,7352,23 June 2011,10190.html,Neuroscience,Environmental science,,,,,
Non-adaptive origins of interactome complexity,/nature/journal/v474/n7352/full/nature09992.html,letter,474,7352,23 June 2011,09992.html,Evolution,Molecular biology,Cell biology,Genetics and genomics,,,
A nuclear-receptor-dependent phosphatidylcholine pathway with antidiabetic effects,/nature/journal/v474/n7352/full/nature10111.html,letter,474,7352,23 June 2011,10111.html,Molecular biology,Disease,Drug discovery,Medical research,,,
Regulation of angiogenesis by a non-canonical Wnt Flt1 pathway in myeloid cells,/nature/journal/v474/n7352/full/nature10085.html,letter,474,7352,23 June 2011,10085.html,Developmental biology,Genetics and genomics,Cancer,Molecular biology,,,
Determinants of nucleosome organization in primary human cells,/nature/journal/v474/n7352/full/nature10002.html,letter,474,7352,23 June 2011,10002.html,Cell biology,Genetics and genomics,,,,,
Agonist-bound adenosine A 2A u receptor structures reveal common features of GPCR activation,/nature/journal/v474/n7352/full/nature10136.html,letter,474,7352,23 June 2011,10136.html,Structural biology,Biochemistry,Neuroscience,,,,
Tunable p K a u values and the basis of opposite charge selectivities in nicotinic-type receptors,/nature/journal/v474/n7352/full/nature10015.html,letter,474,7352,23 June 2011,10015.html,Biochemistry,Neuroscience,Biophysics,Physiology,,,
Regioselective reactions for programmable resveratrol oligomer synthesis,/nature/journal/v474/n7352/full/nature10197.html,article,474,7352,23 June 2011,10197.html,Chemistry,Chemical biology,,,,,
Structural basis of steroid hormone perception by the receptor kinase BRI1,/nature/journal/v474/n7352/full/nature10153.html,article,474,7352,23 June 2011,10153.html,Plant sciences,Structural biology,,,,,
Structural insight into brassinosteroid perception by BRI1,/nature/journal/v474/n7352/full/nature10178.html,article,474,7352,23 June 2011,10178.html,Plant sciences,Structural biology,Biophysics,,,,
Condensin association with histone H2A shapes mitotic chromosomes,/nature/journal/v474/n7352/full/nature10179.html,article,474,7352,23 June 2011,10179.html,Cell biology,Cancer,,,,,
Black hole growth in the early Universe is self-regulated and largely hidden from view,/nature/journal/v474/n7351/full/nature10103.html,letter,474,7351,16 June 2011,10103.html,Astronomy ,Astrophysics,Physics,,,,
Zero outward flow velocity for plasma in a heliosheath transition layer,/nature/journal/v474/n7351/full/nature10115.html,letter,474,7351,16 June 2011,10115.html,Physics,Astronomy ,Astrophysics,,,,
Emerging local Kondo screening and spatial coherence in the heavy-fermion metal YbRh 2 uSi 2,/nature/journal/v474/n7351/full/nature10148.html,letter,474,7351,16 June 2011,10148.html,Physics,,,,,,
Modular and predictable assembly of porous organic molecular crystals,/nature/journal/v474/n7351/full/nature10125.html,letter,474,7351,16 June 2011,10125.html,Chemistry,,,,,,
Control of visual cortical signals by prefrontal dopamine,/nature/journal/v474/n7351/full/nature09995.html,letter,474,7351,16 June 2011,09995.html,Neuroscience,,,,,,
Forces between clustered stereocilia minimize friction in the ear on a subnanometre scale,/nature/journal/v474/n7351/full/nature10073.html,letter,474,7351,16 June 2011,10073.html,Neuroscience,Biophysics,Materials science,Physics,,,
Transcriptomic analysis of autistic brain reveals convergent molecular pathology,/nature/journal/v474/n7351/full/nature10110.html,letter,474,7351,16 June 2011,10110.html,Genetics and genomics,Neuroscience,,,,,
Detection of prokaryotic mRNA signifies microbial viability and promotes immunity,/nature/journal/v474/n7351/full/nature10072.html,letter,474,7351,16 June 2011,10072.html,Immunology,Cell biology,Microbiology,,,,
Reprogramming transcription by distinct classes of enhancers functionally defined by eRNA,/nature/journal/v474/n7351/full/nature10006.html,letter,474,7351,16 June 2011,10006.html,Molecular biology,Genetics and genomics,Biochemistry,Cancer,,,
